pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P02168,Estudiamos francés.,ÑINCHITAPALLIDEK FRANCES,estudiamos francés.,ñinchitapallidek frances
P02169,Andamos mucho.,DEK'KUNTAPALLIDEK' WAPU',andamos mucho.,dek'kuntapallidek' wapu'
P02170,Queremos ayudar.,YAKATU'PA'LLIDEK,queremos ayudar.,yakatu'pa'llidek
P02171,Queremos saber.,YAÑINCHITULLIDEK,queremos saber.,yañinchitullidek
P02172,Queremos hablar.,YALUNÑIDEK,queremos hablar.,yalunñidek
P02173,Queremos votar.,YADEKLLIDEK,queremos votar.,yadekllidek
P02174,Éramos amigos.,EKUANÑIWIÑIDEK,éramos amigos.,ekuanñiwiñidek
P02175,Estábamos hablando.,LUMPAWIÑIDEK,estábamos hablando.,lumpawiñidek
P02176,Seremos asesinados.,DEI'TECHUNER'KUDEK,seremos asesinados.,dei'techuner'kudek
P02177,Los detendremos.,TU'NEK'ECHIDEK,los detendremos.,tu'nek'echidek
P02178,Estamos disponibles.,INAPI ÑAPALLIDEK,estamos disponibles.,inapi ñapallidek
P02179,Estamos seguros.,MUSU'LU'UKPI ÑAPALLIDEK,estamos seguros.,musu'lu'ukpi ñapallidek
P02180,Estamos escuchando.,LAUK'TAPALLIDEK,estamos escuchando.,lauk'tapallidek
P02181,Estamos organizados.,MUMUSU' ÑAPALLIDEK,estamos organizados.,mumusu' ñapallidek
P02182,Somos prisioneros.,SIPUK'ÑAPALLIDEK,somos prisioneros.,sipuk'ñapallidek
P02183,Estamos satisfechos.,SAKEKSU' ÑAPALLIDEK,estamos satisfechos.,sakeksu' ñapallidek
P02184,Estamos separados.,YAMPU'SU' ÑAPALLIDEK,estamos separados.,yampu'su' ñapallidek
P02185,Tenemos esos.,NANADAPER A'ÑAPALLIDEK,tenemos esos.,nanadaper a'ñapallidek
P02186,Los perdimos.,A'WER'LLIDEK,los perdimos.,a'wer'llidek
P02187,¿Estabas llorando?,¿WELLIEK'APAWINA?,¿estabas llorando?,¿welliek'apawina?
P02188,¿Qué dijo?,¿MA'TULLI?,¿qué dijo?,¿ma'tulli?
P02189,¿Qué hiciste?,¿MA'NEN'NU'TULA?,¿qué hiciste?,¿ma'nen'nu'tula?
P02190,¿Qué falta?,¿MA'NENPAWANPALLI?,¿qué falta?,¿ma'nenpawanpalli?
P02191,¿Cuándo acabó?,¿ENPI'TA'WANTULLI?,¿cuándo acabó?,¿enpi'ta'wantulli?
P02192,¿Cuándo correrás?,¿ENPI'TEKE'CHU?,¿cuándo correrás?,¿enpi'teke'chu?
P02193,¿Quien ayudó?,¿DEN'KATU'PA'TULLI?,¿quien ayudó?,¿den'katu'pa'tulli?
P02194,¿Quién contribuyó?,¿DEN'KATU'PA'TULLI?,¿quién contribuyó?,¿den'katu'pa'tulli?
P02195,Escribe algo.,LLINSE'CHER' MANEN'UNTA',escribe algo.,llinse'cher' manen'unta'
P02196,Anota eso.,LLINSER'KER' NANA,anota eso.,llinser'ker' nana
P02197,Anoten eso.,LLINSER'KU' NANA,anoten eso.,llinser'ku' nana
P02198,Anota esto.,LLINSER'KER' ASU',anota esto.,llinser'ker' asu'
P02199,Anote esto.,LLINSER'KER' ASU',anote esto.,llinser'ker' asu'
P02200,Anoten esto.,LLINSER'KU' NANA,anoten esto.,llinser'ku' nana
P02201,Me traicionaste.,WA'DANPILAPILUN,me traicionaste.,wa'danpilapilun
P02202,Nos traicionaste.,WA'DANPILAPILUNDEK,nos traicionaste.,wa'danpilapilundek
P02203,Nos engañaste.,TUMU'TULUNDEK,nos engañaste.,tumu'tulundek
P02204,Puedes entrar.,YENNITULADA'A'MAK,puedes entrar.,yennitulada'a'mak
P02205,Puedes decírnoslo.,YENNITULA WINTA'MUDEK,puedes decírnoslo.,yennitula winta'mudek
P02206,Pareces triste.,LLI'TULA WE'INUTUSU',pareces triste.,lli'tula we'inutusu'
P02207,Deberías descansar.,NERIA'MASU' ÑAPALLI,deberías descansar.,neria'masu' ñapalli
P02208,Deberían quedarse.,LLIA'A'MAMASU' ÑAPALLI,deberían quedarse.,llia'a'mamasu' ñapalli
P02209,Tú dormías.,KENMA WICHI'WINA',tú dormías.,kenma wichi'wina'
P02210,Ustedes dormían.,KENMAMA' WICHI'WINAMA',ustedes dormían.,kenmama' wichi'winama'
P02211,Mejor vete.,A'PIMUECHU PAKER',mejor vete.,a'pimuechu paker'
P02212,Te perderás.,WER'ECHU,te perderás.,wer'echu
P02213,Estás soñando.,WA'LATAPALA,estás soñando.,wa'latapala
P02214,Eres nervioso.,TEKUA'TEK NUKA'MA,eres nervioso.,tekua'tek nuka'ma
P02215,Estás estancado.,PILLI'PI ÑAPALA,estás estancado.,pilli'pi ñapala
P02216,Estás atascado.,DA'SEK'SU' ÑAPALA,estás atascado.,da'sek'su' ñapala
P02217,¿Eres mago?,¿NUKA'MA A'I'KECHEKTUTEK?,¿eres mago?,¿nuka'ma a'i'kechektutek?
P02218,¿Eres real?,¿TEKINCHI NUKA'MA?,¿eres real?,¿tekinchi nuka'ma?
P02219,¿Estás embarazada?,¿KADU'LUNSU' ÑAPALA?,¿estás embarazada?,¿kadu'lunsu' ñapala?
P02220,¿Son estudiantes?,¿ÑINCHITULUSA' NUKA'MAMA'?,¿son estudiantes?,¿ñinchitulusa' nuka'mama'?
P02221,¿Estudias?,¿KERKA' ÑINCHITAPALA?,¿estudias?,¿kerka' ñinchitapala?
P02222,Pregúntaselo.,LEKKER',pregúntaselo.,lekker'
P02223,Respira normal.,NERIKER' U'CHIMU,respira normal.,neriker' u'chimu
P02224,Respira tranquilo.,NERIKER' U'CHIMU,respira tranquilo.,neriker' u'chimu
P02225,¿Me permiten?,¿TA'ITULE'CHUNER'KU?,¿me permiten?,¿ta'itule'chuner'ku?
P02226,¿Puedo salir?,¿YENNITULEK YUNSU'AK?,¿puedo salir?,¿yennitulek yunsu'ak?
P02227,Sigue cavando.,IWA'TAPER'I'LA,sigue cavando.,iwa'taper'i'la
P02228,¡Contrólate!,¡INLU'UK'TER!,¡contrólate!,¡inlu'uk'ter!
P02229,¿Tienes cerveza?,¿A'ÑAPALA CERVEZA?,¿tienes cerveza?,¿a'ñapala cerveza?
P02230,¿Tienen hijos?,¿WILAWANPALAMA'?,¿tienen hijos?,¿wilawanpalama'?
P02231,¿Tienes hijos?,¿WILAWANPALA'?,¿tienes hijos?,¿wilawanpala'?
P02232,¿Tienes arroz?,¿PUMULADAWANPALA?,¿tienes arroz?,¿pumuladawanpala?
P02233,¿Tienen arroz?,¿PUMULADAWANPALAMA'?,¿tienen arroz?,¿pumuladawanpalama'?
P02234,¿Los conoces?,¿LUWER'CHAPADEKLA?,¿los conoces?,¿luwer'chapadekla?
P02235,¿Vives aquí?,¿ASEK NANPIPALA?,¿vives aquí?,¿asek nanpipala?
P02236,¿Viven aquí?,¿ASEK NANPIPALAMA'?,¿viven aquí?,¿asek nanpipalama'?
P02237,Escaparon todos.,IÑER' CHIYEKLLINA',escaparon todos.,iñer' chiyekllina'
P02238,Explícamelo.,MUSU' WINTU'U,explícamelo.,musu' wintu'u
P02239,¡Buen viaje!,¡PAKER' MUSU'!,¡buen viaje!,¡paker' musu'!
P02240,No duerme.,KU'LA WICHA'PI'ÑI,no duerme.,ku'la wicha'pi'ñi
P02241,No fuma.,KU'LA U'WA'TA'PI'ÑI,no fuma.,ku'la u'wa'ta'pi'ñi
P02242,Odia correr.,LUYU'LLI TEKA'AK,odia correr.,luyu'lli teka'ak
P02243,Ama cantar.,TANTENÑI TULUKER'AK,ama cantar.,tantenñi tuluker'ak
P02244,Quiere venir.,YA'WENCHA'LLI,quiere venir.,ya'wencha'lli
P02245,Está envejeciendo.,TASERPITAPILALLI,está envejeciendo.,taserpitapilalli
P02246,Está inconsciente.,INLLI'INUINSU' ÑAPALLI,está inconsciente.,inlli'inuinsu' ñapalli
P02247,Un momentito.,WA'TENKER',un momentito.,wa'tenker'
P02248,¿Cuánto mides?,¿EMPU'DUN PICHIAPALA?,¿cuánto mides?,¿empu'dun pichiapala?
P02249,Pedí comida.,WERAN LEKTULEK,pedí comida.,weran lektulek
P02250,Me engripé.,ILU ENKA'LLIU,me engripé.,ilu enka'lliu
