pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P02089,Déjame averiguarlo.,TA'ITULA'U LEK'TECHEK,déjame averiguarlo.,ta'itula'u lek'techek,False
P02090,Déjame arreglarlo.,TA'ITULA'U TEKDIPERECHEK,déjame arreglarlo.,ta'itula'u tekdiperechek,False
P02091,Déjame sentarme.,TA'ITULA'U DU'ECHEK,déjame sentarme.,ta'itula'u du'echek,False
P02092,Hagámoslo ahora.,NU'TAWA' IPA'LA,hagámoslo ahora.,nu'tawa' ipa'la,False
P02093,Primero comamos.,NANENTU WERANWA',primero comamos.,nanentu weranwa',False
P02094,Comamos sushi.,KA'AWA' SUSHI,comamos sushi.,ka'awa' sushi,False
P02095,Remontemos barriletes.,A'PENU'WA' BARRILETES,remontemos barriletes.,a'penu'wa' barriletes,False
P02096,Remontemos cometas.,A'PENU'WA' COMETAS,remontemos cometas.,a'penu'wa' cometas,True
P02097,Volemos cometas.,A'PENU'WA' COMETAS,volemos cometas.,a'penu'wa' cometas,True
P02098,Olvidémoslo.,PINANER'AWA',olvidémoslo.,pinaner'awa',False
P02099,Llevémonos bien.,IN'EKPA'WA' MUSU',llevémonos bien.,in'ekpa'wa' musu',False
P02100,Emborrachémonos.,LUPER'AWA',emborrachémonos.,luper'awa',False
P02101,Curémonos.,INLULEN'AWA',curémonos.,inlulen'awa',False
P02102,Alistémonos.,INSEKDIPERAWA',alistémonos.,insekdiperawa',False
P02103,Descansemos aquí.,NERIAWA' ASEK,descansemos aquí.,neriawa' asek,False
P02104,Quedémonos acá.,LLIA'AWA' ASEK,quedémonos acá.,llia'awa' asek,False
P02105,Paremos aquí.,WANERAWA' ASEK,paremos aquí.,wanerawa' asek,False
P02106,Esperemos aquí.,WATENDAWA' ASEK,esperemos aquí.,watendawa' asek,False
P02107,Achícalo.,DE'A'MERKER',achícalo.,de'a'merker',False
P02108,¡Haz ruido!,¡A'ILLINKER'!,¡haz ruido!,¡a'illinker'!,False
P02109,¡Feliz Navidad!,¡U'CHIMU ÑIÑUDUKER!,¡feliz navidad!,¡u'chimu ñiñuduker!,False
P02110,Nadie respondió.,ÑIDEN NA'PICHI'ÑI,nadie respondió.,ñiden na'pichi'ñi,False
P02111,Coge una.,MAKER' ALA'SA',coge una.,maker' ala'sa',False
P02112,Repítemelo.,ITUNUNTA'U,repítemelo.,itununta'u,False
P02113,Mándemelos.,A'UKTU'U,mándemelos.,a'uktu'u,False
P02114,Ella desapareció.,NANA WER'LLI,ella desapareció.,nana wer'lli,False
P02115,Lo abofeteó.,LLIAKA'UK ENKA'LINA,lo abofeteó.,lliaka'uk enka'lina,False
P02116,Es brasileña.,BRASHIKA NUKA'A ,es brasileña.,brashika nuka'a,False
P02117,Siéntate derecho.,CHEKSU' DU'KER',siéntate derecho.,cheksu' du'ker',True
P02118,Siéntese recto.,CHEKSU' DU'KER',siéntese recto.,cheksu' du'ker',True
P02119,Alguien llamó.,DENIPA' PEKLU'TULLI,alguien llamó.,denipa' peklu'tulli,False
P02120,Alguien tosió.,DENIPA' CHINKU'LLI,alguien tosió.,denipa' chinku'lli,False
P02121,Cógelo todo.,MAKER' IÑER',cógelo todo.,maker' iñer',False
P02122,Es dudoso.,LATEK'INPU'SU' NUKA'A,es dudoso.,latek'inpu'su' nuka'a,False
P02123,Es falso.,TUMU' NUKA'A,es falso.,tumu' nuka'a,False
P02124,Hay reglas.,ÑAPALLI LA'LA'LUSA',hay reglas.,ñapalli la'la'lusa',False
P02125,Son lindos.,U'CHIMUSHALA NUKER'KA,son lindos.,u'chimushala nuker'ka,False
P02126,Están amarillos.,SHA'PI'SU'SA' ÑAPALLINA,están amarillos.,sha'pi'su'sa' ñapallina,False
P02127,Son amarillas.,SHA'PI'SU'SA' NUKER'KA,son amarillas.,sha'pi'su'sa' nuker'ka,False
P02128,Cenaron.,WERAÑINA',cenaron.,werañina',False
P02129,Ellos cenaron.,NAWA' WERAÑINA',ellos cenaron.,nawa' werañina',False
P02130,Me engañaron.,TUMU'TULLINER'KU,me engañaron.,tumu'tulliner'ku,False
P02131,Me ignoraron.,LUWER'CHI'ÑINER'KU,me ignoraron.,luwer'chi'ñiner'ku,False
P02132,Viven allá.,NANEK NANPIPALLINA',viven allá.,nanek nanpipallina',False
P02133,Parecen felices.,LLI'TULLINA' MUSU',parecen felices.,lli'tullina' musu',False
P02134,Me ataron.,TENPU'LLINERKU',me ataron.,tenpu'llinerku',False
P02135,Lo entendieron.,LACHEK'LLINA',lo entendieron.,lachek'llina',False
P02136,Estaban listos.,INSEKDIPERPI ÑAPAWIÑINA',estaban listos.,insekdiperpi ñapawiñina',False
P02137,Estaban equivocados.,ÑAPAWIÑINA' PEKTUNSU',estaban equivocados.,ñapawiñina' pektunsu',False
P02138,Me matarán.,DEI'TECHUNER'KU,me matarán.,dei'techuner'ku,False
P02139,Les gustará.,IYATECHUNA',les gustará.,iyatechuna',False
P02140,Responderán.,NA'PITECHUNA',responderán.,na'pitechuna',False
P02141,Están discutiendo.,INYUTAPALLINA',están discutiendo.,inyutapallina',False
P02142,Son correctos.,TEKINCHILUSA' NUKER'KA,son correctos.,tekinchilusa' nuker'ka,False
P02143,Son primos.,I'INLUSA' NUKER'KA,son primos.,i'inlusa' nuker'ka,False
P02144,Están bailando.,LANSA'PALLINA',están bailando.,lansa'pallina',False
P02145,Son amigos.,EKUANLUSA' NUKER'KA,son amigos.,ekuanlusa' nuker'ka,False
P02146,Están celosos.,A'PISADATUTEKLUSA' ÑAPALLINA',están celosos.,a'pisadatuteklusa' ñapallina',False
P02147,Están casados.,SADASU' ÑAPALLINA',están casados.,sadasu' ñapallina',False
P02148,Son hermanas.,KAIKUALUSA' NUKER'KA,son hermanas.,kaikualusa' nuker'ka,False
P02149,Son especiales.,U'CHIMUINCHILUSA' NUKER'KA,son especiales.,u'chimuinchilusa' nuker'ka,False
P02150,Están conmigo.,KUALEK ÑAPALLINA',están conmigo.,kualek ñapallina',False
P02151,Están trabajando.,SAKA'TAPALLINA',están trabajando.,saka'tapallina',False
P02152,Tom aceleró.,TOM NAKUSU' A'TEKA'LLI,tom aceleró.,tom nakusu' a'teka'lli,False
P02153,Tom desapareció.,TOM WER'LLI,tom desapareció.,tom wer'lli,False
P02154,Tomás entiende.,CHUMA LACHEK'LLI,tomás entiende.,chuma lachek'lli,False
P02155,Tom recordará.,TOM LLI'INUTECHU,tom recordará.,tom lli'inutechu,False
P02156,Lava todo.,PAMUER' IÑER',lava todo.,pamuer' iñer',False
P02157,Mira cuidadosamente.,LLI'KER' UTI'LAKLA,mira cuidadosamente.,lli'ker' uti'lakla,False
P02158,Somos profesores.,A'LEK'TUTEK'LUSA' NUKA'KAWA',somos profesores.,a'lek'tutek'lusa' nuka'kawa',False
P02159,Comimos juntos.,WERANEKWA' KENMU'LEK,comimos juntos.,weranekwa' kenmu'lek,False
P02160,Podemos ayudarte.,YENNITULEK'WA' KATU'PA'A'KIK,podemos ayudarte.,yennitulek'wa' katu'pa'a'kik,False
P02161,Podemos ayudarlos.,YENNITULEK'WA' KATU'PA'A'KAWAK,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak,False
P02162,Cerramos temprano.,SHAMPASIK UNKU'TULEKWA',cerramos temprano.,shampasik unku'tulekwa',False
P02163,Tenemos visita.,A'ÑAPALEKWA' DA'LUSA',tenemos visita.,a'ñapalekwa' da'lusa',False
P02164,Hicimos waffles.,NU'TULEKWA'  WAFFLES,hicimos waffles.,nu'tulekwa' waffles,False
P02165,Deberíamos ganar.,KANA'TA'KAWA'SU' ÑAPALLI,deberíamos ganar.,kana'ta'kawa'su' ñapalli,False
P02166,Compartimos ideas.,A'NAÑIWA' LLI'INULUSA',compartimos ideas.,a'nañiwa' lli'inulusa',False
P02167,Hablamos francés.,LUMPALLIDEK FRANCES,hablamos francés.,lumpallidek frances,False
P02168,Estudiamos francés.,ÑINCHITAPALLIDEK FRANCES,estudiamos francés.,ñinchitapallidek frances,False
P02169,Andamos mucho.,DEK'KUNTAPALLIDEK' WAPU',andamos mucho.,dek'kuntapallidek' wapu',False
P02170,Queremos ayudar.,YAKATU'PA'LLIDEK,queremos ayudar.,yakatu'pa'llidek,False
P02171,Queremos saber.,YAÑINCHITULLIDEK,queremos saber.,yañinchitullidek,False
P02172,Queremos hablar.,YALUNÑIDEK,queremos hablar.,yalunñidek,False
P02173,Queremos votar.,YADEKLLIDEK,queremos votar.,yadekllidek,False
P02174,Éramos amigos.,EKUANÑIWIÑIDEK,éramos amigos.,ekuanñiwiñidek,False
P02175,Estábamos hablando.,LUMPAWIÑIDEK,estábamos hablando.,lumpawiñidek,False
P02176,Seremos asesinados.,DEI'TECHUNER'KUDEK,seremos asesinados.,dei'techuner'kudek,False
P02177,Los detendremos.,TU'NEK'ECHIDEK,los detendremos.,tu'nek'echidek,False
P02178,Estamos disponibles.,INAPI ÑAPALLIDEK,estamos disponibles.,inapi ñapallidek,False
P02179,Estamos seguros.,MUSU'LU'UKPI ÑAPALLIDEK,estamos seguros.,musu'lu'ukpi ñapallidek,False
P02180,Estamos escuchando.,LAUK'TAPALLIDEK,estamos escuchando.,lauk'tapallidek,False
P02181,Estamos organizados.,MUMUSU' ÑAPALLIDEK,estamos organizados.,mumusu' ñapallidek,False
P02182,Somos prisioneros.,SIPUK'ÑAPALLIDEK,somos prisioneros.,sipuk'ñapallidek,False
P02183,Estamos satisfechos.,SAKEKSU' ÑAPALLIDEK,estamos satisfechos.,sakeksu' ñapallidek,False
P02184,Estamos separados.,YAMPU'SU' ÑAPALLIDEK,estamos separados.,yampu'su' ñapallidek,False
P02185,Tenemos esos.,NANADAPER A'ÑAPALLIDEK,tenemos esos.,nanadaper a'ñapallidek,False
P02186,Los perdimos.,A'WER'LLIDEK,los perdimos.,a'wer'llidek,False
P02187,¿Estabas llorando?,¿WELLIEK'APAWINA?,¿estabas llorando?,¿welliek'apawina?,False
P02188,¿Qué dijo?,¿MA'TULLI?,¿qué dijo?,¿ma'tulli?,False
P02189,¿Qué hiciste?,¿MA'NEN'NU'TULA?,¿qué hiciste?,¿ma'nen'nu'tula?,False
P02190,¿Qué falta?,¿MA'NENPAWANPALLI?,¿qué falta?,¿ma'nenpawanpalli?,False
P02191,¿Cuándo acabó?,¿ENPI'TA'WANTULLI?,¿cuándo acabó?,¿enpi'ta'wantulli?,False
P02192,¿Cuándo correrás?,¿ENPI'TEKE'CHU?,¿cuándo correrás?,¿enpi'teke'chu?,False
P02193,¿Quien ayudó?,¿DEN'KATU'PA'TULLI?,¿quien ayudó?,¿den'katu'pa'tulli?,True
P02194,¿Quién contribuyó?,¿DEN'KATU'PA'TULLI?,¿quién contribuyó?,¿den'katu'pa'tulli?,True
P02195,Escribe algo.,LLINSE'CHER' MANEN'UNTA',escribe algo.,llinse'cher' manen'unta',False
P02196,Anota eso.,LLINSER'KER' NANA,anota eso.,llinser'ker' nana,False
P02197,Anoten eso.,LLINSER'KU' NANA,anoten eso.,llinser'ku' nana,True
P02198,Anota esto.,LLINSER'KER' ASU',anota esto.,llinser'ker' asu',True
P02199,Anote esto.,LLINSER'KER' ASU',anote esto.,llinser'ker' asu',True
P02200,Anoten esto.,LLINSER'KU' NANA,anoten esto.,llinser'ku' nana,True
P02201,Me traicionaste.,WA'DANPILAPILUN,me traicionaste.,wa'danpilapilun,False
P02202,Nos traicionaste.,WA'DANPILAPILUNDEK,nos traicionaste.,wa'danpilapilundek,False
P02203,Nos engañaste.,TUMU'TULUNDEK,nos engañaste.,tumu'tulundek,True
P02204,Puedes entrar.,YENNITULADA'A'MAK,puedes entrar.,yennitulada'a'mak,False
P02205,Puedes decírnoslo.,YENNITULA WINTA'MUDEK,puedes decírnoslo.,yennitula winta'mudek,False
P02206,Pareces triste.,LLI'TULA WE'INUTUSU',pareces triste.,lli'tula we'inutusu',False
P02207,Deberías descansar.,NERIA'MASU' ÑAPALLI,deberías descansar.,neria'masu' ñapalli,False
P02208,Deberían quedarse.,LLIA'A'MAMASU' ÑAPALLI,deberían quedarse.,llia'a'mamasu' ñapalli,False
P02209,Tú dormías.,KENMA WICHI'WINA',tú dormías.,kenma wichi'wina',False
P02210,Ustedes dormían.,KENMAMA' WICHI'WINAMA',ustedes dormían.,kenmama' wichi'winama',False
P02211,Mejor vete.,A'PIMUECHU PAKER',mejor vete.,a'pimuechu paker',False
P02212,Te perderás.,WER'ECHU,te perderás.,wer'echu,False
P02213,Estás soñando.,WA'LATAPALA,estás soñando.,wa'latapala,False
P02214,Eres nervioso.,TEKUA'TEK NUKA'MA,eres nervioso.,tekua'tek nuka'ma,False
P02215,Estás estancado.,PILLI'PI ÑAPALA,estás estancado.,pilli'pi ñapala,False
P02216,Estás atascado.,DA'SEK'SU' ÑAPALA,estás atascado.,da'sek'su' ñapala,False
P02217,¿Eres mago?,¿NUKA'MA A'I'KECHEKTUTEK?,¿eres mago?,¿nuka'ma a'i'kechektutek?,False
P02218,¿Eres real?,¿TEKINCHI NUKA'MA?,¿eres real?,¿tekinchi nuka'ma?,False
P02219,¿Estás embarazada?,¿KADU'LUNSU' ÑAPALA?,¿estás embarazada?,¿kadu'lunsu' ñapala?,False
P02220,¿Son estudiantes?,¿ÑINCHITULUSA' NUKA'MAMA'?,¿son estudiantes?,¿ñinchitulusa' nuka'mama'?,False
P02221,¿Estudias?,¿KERKA' ÑINCHITAPALA?,¿estudias?,¿kerka' ñinchitapala?,False
P02222,Pregúntaselo.,LEKKER',pregúntaselo.,lekker',False
P02223,Respira normal.,NERIKER' U'CHIMU,respira normal.,neriker' u'chimu,True
P02224,Respira tranquilo.,NERIKER' U'CHIMU,respira tranquilo.,neriker' u'chimu,True
P02225,¿Me permiten?,¿TA'ITULE'CHUNER'KU?,¿me permiten?,¿ta'itule'chuner'ku?,False
P02226,¿Puedo salir?,¿YENNITULEK YUNSU'AK?,¿puedo salir?,¿yennitulek yunsu'ak?,False
P02227,Sigue cavando.,IWA'TAPER'I'LA,sigue cavando.,iwa'taper'i'la,True
P02228,¡Contrólate!,¡INLU'UK'TER!,¡contrólate!,¡inlu'uk'ter!,False
P02229,¿Tienes cerveza?,¿A'ÑAPALA CERVEZA?,¿tienes cerveza?,¿a'ñapala cerveza?,False
P02230,¿Tienen hijos?,¿WILAWANPALAMA'?,¿tienen hijos?,¿wilawanpalama'?,False
P02231,¿Tienes hijos?,¿WILAWANPALA'?,¿tienes hijos?,¿wilawanpala'?,False
P02232,¿Tienes arroz?,¿PUMULADAWANPALA?,¿tienes arroz?,¿pumuladawanpala?,False
P02233,¿Tienen arroz?,¿PUMULADAWANPALAMA'?,¿tienen arroz?,¿pumuladawanpalama'?,False
P02234,¿Los conoces?,¿LUWER'CHAPADEKLA?,¿los conoces?,¿luwer'chapadekla?,False
P02235,¿Vives aquí?,¿ASEK NANPIPALA?,¿vives aquí?,¿asek nanpipala?,False
P02236,¿Viven aquí?,¿ASEK NANPIPALAMA'?,¿viven aquí?,¿asek nanpipalama'?,False
P02237,Escaparon todos.,IÑER' CHIYEKLLINA',escaparon todos.,iñer' chiyekllina',False
P02238,Explícamelo.,MUSU' WINTU'U,explícamelo.,musu' wintu'u,False
P02239,¡Buen viaje!,¡PAKER' MUSU'!,¡buen viaje!,¡paker' musu'!,False
P02240,No duerme.,KU'LA WICHA'PI'ÑI,no duerme.,ku'la wicha'pi'ñi,False
P02241,No fuma.,KU'LA U'WA'TA'PI'ÑI,no fuma.,ku'la u'wa'ta'pi'ñi,False
P02242,Odia correr.,LUYU'LLI TEKA'AK,odia correr.,luyu'lli teka'ak,False
P02243,Ama cantar.,TANTENÑI TULUKER'AK,ama cantar.,tantenñi tuluker'ak,False
P02244,Quiere venir.,YA'WENCHA'LLI,quiere venir.,ya'wencha'lli,False
P02245,Está envejeciendo.,TASERPITAPILALLI,está envejeciendo.,taserpitapilalli,False
P02246,Está inconsciente.,INLLI'INUINSU' ÑAPALLI,está inconsciente.,inlli'inuinsu' ñapalli,False
P02247,Un momentito.,WA'TENKER',un momentito.,wa'tenker',True
P02248,¿Cuánto mides?,¿EMPU'DUN PICHIAPALA?,¿cuánto mides?,¿empu'dun pichiapala?,False
P02249,Pedí comida.,WERAN LEKTULEK,pedí comida.,weran lektulek,False
P02250,Me engripé.,ILU ENKA'LLIU,me engripé.,ilu enka'lliu,False
