source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U01435,mape'chek,mape'cha',ek,a',lo compraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01435,mape'chek,mape'chu',ek,u',lo compraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01435,mape'chek,mape'chna',ek,na',lo compraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01694,apinta'a'tekalli,apinta'a'tekaa',lli,a',él aceleró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01694,apinta'a'tekalli,apinta'a'tekaek,lli,ek,él aceleró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01694,apinta'a'tekalli,apinta'a'tekau',lli,u',él aceleró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02144,lansa'pallina',lansa'palla',ina',a',están bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02144,lansa'pallina',lansa'pallek,ina',ek,están bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02144,lansa'pallina',lansa'pallu',ina',u',están bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01505,nuwanta'wa',nuwanta'wek,a',ek,vayamos abajo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01505,nuwanta'wa',nuwanta'wu',a',u',vayamos abajo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01505,nuwanta'wa',nuwanta'wna',a',na',vayamos abajo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01198,lumer'llina',lumer'lla',ina',a',rieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01198,lumer'llina',lumer'llek,ina',ek,rieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01198,lumer'llina',lumer'llu',ina',u',rieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00387,weranwa',weranwek,a',ek,comamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00387,weranwa',weranwu',a',u',comamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00387,weranwa',weranwna',a',na',comamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00125,muwencha'ku',muwencha'ka',u',a',bienvenidos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00125,muwencha'ku',muwencha'kek,u',ek,bienvenidos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00125,muwencha'ku',muwencha'kna',u',na',bienvenidos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00126,muwencha'ku',muwencha'ka',u',a',bienvenidas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00126,muwencha'ku',muwencha'kek,u',ek,bienvenidas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00126,muwencha'ku',muwencha'kna',u',na',bienvenidas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00124,wer'llidek,wer'llida',ek,a',perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00124,wer'llidek,wer'llidu',ek,u',perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00124,wer'llidek,wer'llidna',ek,na',perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00933,wer'llidek,wer'llida',ek,a',nos perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00933,wer'llidek,wer'llidu',ek,u',nos perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00933,wer'llidek,wer'llidna',ek,na',nos perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01547,tumu'pallina',tumu'palla',ina',a',están mintiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01547,tumu'pallina',tumu'pallek,ina',ek,están mintiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01547,tumu'pallina',tumu'pallu',ina',u',están mintiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01256,a'ñapallidek,a'ñapallida',ek,a',lo tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01256,a'ñapallidek,a'ñapallidu',ek,u',lo tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01256,a'ñapallidek,a'ñapallidna',ek,na',lo tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02171,yañinchitullidek,yañinchitullida',ek,a',queremos saber.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02171,yañinchitullidek,yañinchitullidu',ek,u',queremos saber.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02171,yañinchitullidek,yañinchitullidna',ek,na',queremos saber.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01897,a'ñapalekdekwa',a'ñapalekdekwek,a',ek,los tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01897,a'ñapalekdekwa',a'ñapalekdekwu',a',u',los tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01897,a'ñapalekdekwa',a'ñapalekdekwna',a',na',los tenemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00701,perlli'llidek,perlli'llida',ek,a',estamos hartos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00701,perlli'llidek,perlli'llidu',ek,u',estamos hartos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00701,perlli'llidek,perlli'llidna',ek,na',estamos hartos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01754,wicha'pawinek,wicha'pawina',ek,a',estaba durmiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01754,wicha'pawinek,wicha'pawinu',ek,u',estaba durmiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01754,wicha'pawinek,wicha'pawinna',ek,na',estaba durmiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00693,tuluner'aterwa',tuluner'aterwek,a',ek,cantaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00693,tuluner'aterwa',tuluner'aterwu',a',u',cantaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00693,tuluner'aterwa',tuluner'aterwna',a',na',cantaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00371,tekineklli,tekineka',lli,a',se acabó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00371,tekineklli,tekinekek,lli,ek,se acabó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00371,tekineklli,tekineku',lli,u',se acabó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
